01-Jan-1979 00:00:00
02-Jan-1979 00:00:00
03-Jan-1979 00:00:00
04-Jan-1979 00:00:00
05-Jan-1979 00:00:00
06-Jan-1979 00:00:00
07-Jan-1979 00:00:00
08-Jan-1979 00:00:00
09-Jan-1979 00:00:00
10-Jan-1979 00:00:00
11-Jan-1979 00:00:00
12-Jan-1979 00:00:00
13-Jan-1979 00:00:00
14-Jan-1979 00:00:00
15-Jan-1979 00:00:00
16-Jan-1979 00:00:00
17-Jan-1979 00:00:00
18-Jan-1979 00:00:00
19-Jan-1979 00:00:00
20-Jan-1979 00:00:00
21-Jan-1979 00:00:00
22-Jan-1979 00:00:00
23-Jan-1979 00:00:00
24-Jan-1979 00:00:00
25-Jan-1979 00:00:00
26-Jan-1979 00:00:00
27-Jan-1979 00:00:00
28-Jan-1979 00:00:00
29-Jan-1979 00:00:00
30-Jan-1979 00:00:00
31-Jan-1979 00:00:00
01-Feb-1979 00:00:00
02-Feb-1979 00:00:00
03-Feb-1979 00:00:00
04-Feb-1979 00:00:00
05-Feb-1979 00:00:00
06-Feb-1979 00:00:00
07-Feb-1979 00:00:00
08-Feb-1979 00:00:00
09-Feb-1979 00:00:00
10-Feb-1979 00:00:00
11-Feb-1979 00:00:00
12-Feb-1979 00:00:00
13-Feb-1979 00:00:00
14-Feb-1979 00:00:00
15-Feb-1979 00:00:00
16-Feb-1979 00:00:00
17-Feb-1979 00:00:00
18-Feb-1979 00:00:00
19-Feb-1979 00:00:00
20-Feb-1979 00:00:00
21-Feb-1979 00:00:00
22-Feb-1979 00:00:00
23-Feb-1979 00:00:00
24-Feb-1979 00:00:00
25-Feb-1979 00:00:00
26-Feb-1979 00:00:00
27-Feb-1979 00:00:00
28-Feb-1979 00:00:00
01-Mar-1979 00:00:00
02-Mar-1979 00:00:00
03-Mar-1979 00:00:00
04-Mar-1979 00:00:00
05-Mar-1979 00:00:00
06-Mar-1979 00:00:00
07-Mar-1979 00:00:00
08-Mar-1979 00:00:00
09-Mar-1979 00:00:00
10-Mar-1979 00:00:00
11-Mar-1979 00:00:00
12-Mar-1979 00:00:00
13-Mar-1979 00:00:00
14-Mar-1979 00:00:00
15-Mar-1979 00:00:00
16-Mar-1979 00:00:00
17-Mar-1979 00:00:00
18-Mar-1979 00:00:00
19-Mar-1979 00:00:00
20-Mar-1979 00:00:00
21-Mar-1979 00:00:00
22-Mar-1979 00:00:00
23-Mar-1979 00:00:00
24-Mar-1979 00:00:00
25-Mar-1979 00:00:00
26-Mar-1979 00:00:00
27-Mar-1979 00:00:00
28-Mar-1979 00:00:00
29-Mar-1979 00:00:00
30-Mar-1979 00:00:00
31-Mar-1979 00:00:00
01-Apr-1979 00:00:00
02-Apr-1979 00:00:00
03-Apr-1979 00:00:00
04-Apr-1979 00:00:00
05-Apr-1979 00:00:00
06-Apr-1979 00:00:00
07-Apr-1979 00:00:00
08-Apr-1979 00:00:00
09-Apr-1979 00:00:00
10-Apr-1979 00:00:00
11-Apr-1979 00:00:00
12-Apr-1979 00:00:00
13-Apr-1979 00:00:00
14-Apr-1979 00:00:00
15-Apr-1979 00:00:00
16-Apr-1979 00:00:00
17-Apr-1979 00:00:00
18-Apr-1979 00:00:00
19-Apr-1979 00:00:00
20-Apr-1979 00:00:00
21-Apr-1979 00:00:00
22-Apr-1979 00:00:00
23-Apr-1979 00:00:00
24-Apr-1979 00:00:00
25-Apr-1979 00:00:00
26-Apr-1979 00:00:00
27-Apr-1979 00:00:00
28-Apr-1979 00:00:00
29-Apr-1979 00:00:00
30-Apr-1979 00:00:00
01-May-1979 00:00:00
02-May-1979 00:00:00
03-May-1979 00:00:00
04-May-1979 00:00:00
05-May-1979 00:00:00
06-May-1979 00:00:00
07-May-1979 00:00:00
08-May-1979 00:00:00
09-May-1979 00:00:00
10-May-1979 00:00:00
11-May-1979 00:00:00
12-May-1979 00:00:00
13-May-1979 00:00:00
14-May-1979 00:00:00
15-May-1979 00:00:00
16-May-1979 00:00:00
17-May-1979 00:00:00
18-May-1979 00:00:00
19-May-1979 00:00:00
20-May-1979 00:00:00
21-May-1979 00:00:00
22-May-1979 00:00:00
23-May-1979 00:00:00
24-May-1979 00:00:00
25-May-1979 00:00:00
26-May-1979 00:00:00
27-May-1979 00:00:00
28-May-1979 00:00:00
29-May-1979 00:00:00
30-May-1979 00:00:00
31-May-1979 00:00:00
01-Jun-1979 00:00:00
02-Jun-1979 00:00:00
03-Jun-1979 00:00:00
04-Jun-1979 00:00:00
05-Jun-1979 00:00:00
06-Jun-1979 00:00:00
07-Jun-1979 00:00:00
08-Jun-1979 00:00:00
09-Jun-1979 00:00:00
10-Jun-1979 00:00:00
11-Jun-1979 00:00:00
12-Jun-1979 00:00:00
13-Jun-1979 00:00:00
14-Jun-1979 00:00:00
15-Jun-1979 00:00:00
16-Jun-1979 00:00:00
17-Jun-1979 00:00:00
18-Jun-1979 00:00:00
19-Jun-1979 00:00:00
20-Jun-1979 00:00:00
21-Jun-1979 00:00:00
22-Jun-1979 00:00:00
23-Jun-1979 00:00:00
24-Jun-1979 00:00:00
25-Jun-1979 00:00:00
26-Jun-1979 00:00:00
27-Jun-1979 00:00:00
28-Jun-1979 00:00:00
29-Jun-1979 00:00:00
30-Jun-1979 00:00:00
01-Jul-1979 00:00:00
02-Jul-1979 00:00:00
03-Jul-1979 00:00:00
04-Jul-1979 00:00:00
05-Jul-1979 00:00:00
06-Jul-1979 00:00:00
07-Jul-1979 00:00:00
08-Jul-1979 00:00:00
09-Jul-1979 00:00:00
10-Jul-1979 00:00:00
11-Jul-1979 00:00:00
12-Jul-1979 00:00:00
13-Jul-1979 00:00:00
14-Jul-1979 00:00:00
15-Jul-1979 00:00:00
16-Jul-1979 00:00:00
17-Jul-1979 00:00:00
18-Jul-1979 00:00:00
19-Jul-1979 00:00:00
20-Jul-1979 00:00:00
21-Jul-1979 00:00:00
22-Jul-1979 00:00:00
23-Jul-1979 00:00:00
24-Jul-1979 00:00:00
25-Jul-1979 00:00:00
26-Jul-1979 00:00:00
27-Jul-1979 00:00:00
28-Jul-1979 00:00:00
29-Jul-1979 00:00:00
30-Jul-1979 00:00:00
31-Jul-1979 00:00:00
01-Aug-1979 00:00:00
02-Aug-1979 00:00:00
03-Aug-1979 00:00:00
04-Aug-1979 00:00:00
05-Aug-1979 00:00:00
06-Aug-1979 00:00:00
07-Aug-1979 00:00:00
08-Aug-1979 00:00:00
09-Aug-1979 00:00:00
10-Aug-1979 00:00:00
11-Aug-1979 00:00:00
12-Aug-1979 00:00:00
13-Aug-1979 00:00:00
14-Aug-1979 00:00:00
15-Aug-1979 00:00:00
16-Aug-1979 00:00:00
17-Aug-1979 00:00:00
18-Aug-1979 00:00:00
19-Aug-1979 00:00:00
20-Aug-1979 00:00:00
21-Aug-1979 00:00:00
22-Aug-1979 00:00:00
23-Aug-1979 00:00:00
24-Aug-1979 00:00:00
25-Aug-1979 00:00:00
26-Aug-1979 00:00:00
27-Aug-1979 00:00:00
28-Aug-1979 00:00:00
29-Aug-1979 00:00:00
30-Aug-1979 00:00:00
31-Aug-1979 00:00:00
01-Sep-1979 00:00:00
02-Sep-1979 00:00:00
03-Sep-1979 00:00:00
04-Sep-1979 00:00:00
05-Sep-1979 00:00:00
06-Sep-1979 00:00:00
07-Sep-1979 00:00:00
08-Sep-1979 00:00:00
09-Sep-1979 00:00:00
10-Sep-1979 00:00:00
11-Sep-1979 00:00:00
12-Sep-1979 00:00:00
13-Sep-1979 00:00:00
14-Sep-1979 00:00:00
15-Sep-1979 00:00:00
16-Sep-1979 00:00:00
17-Sep-1979 00:00:00
18-Sep-1979 00:00:00
19-Sep-1979 00:00:00
20-Sep-1979 00:00:00
21-Sep-1979 00:00:00
22-Sep-1979 00:00:00
23-Sep-1979 00:00:00
24-Sep-1979 00:00:00
25-Sep-1979 00:00:00
26-Sep-1979 00:00:00
27-Sep-1979 00:00:00
28-Sep-1979 00:00:00
29-Sep-1979 00:00:00
30-Sep-1979 00:00:00
01-Oct-1979 00:00:00
02-Oct-1979 00:00:00
03-Oct-1979 00:00:00
04-Oct-1979 00:00:00
05-Oct-1979 00:00:00
06-Oct-1979 00:00:00
07-Oct-1979 00:00:00
08-Oct-1979 00:00:00
09-Oct-1979 00:00:00
10-Oct-1979 00:00:00
11-Oct-1979 00:00:00
12-Oct-1979 00:00:00
13-Oct-1979 00:00:00
14-Oct-1979 00:00:00
15-Oct-1979 00:00:00
16-Oct-1979 00:00:00
17-Oct-1979 00:00:00
18-Oct-1979 00:00:00
19-Oct-1979 00:00:00
20-Oct-1979 00:00:00
21-Oct-1979 00:00:00
22-Oct-1979 00:00:00
23-Oct-1979 00:00:00
24-Oct-1979 00:00:00
25-Oct-1979 00:00:00
26-Oct-1979 00:00:00
27-Oct-1979 00:00:00
28-Oct-1979 00:00:00
29-Oct-1979 00:00:00
30-Oct-1979 00:00:00
31-Oct-1979 00:00:00
01-Nov-1979 00:00:00
02-Nov-1979 00:00:00
03-Nov-1979 00:00:00
04-Nov-1979 00:00:00
05-Nov-1979 00:00:00
06-Nov-1979 00:00:00
07-Nov-1979 00:00:00
08-Nov-1979 00:00:00
09-Nov-1979 00:00:00
10-Nov-1979 00:00:00
11-Nov-1979 00:00:00
12-Nov-1979 00:00:00
13-Nov-1979 00:00:00
14-Nov-1979 00:00:00
15-Nov-1979 00:00:00
16-Nov-1979 00:00:00
17-Nov-1979 00:00:00
18-Nov-1979 00:00:00
19-Nov-1979 00:00:00
20-Nov-1979 00:00:00
21-Nov-1979 00:00:00
22-Nov-1979 00:00:00
23-Nov-1979 00:00:00
24-Nov-1979 00:00:00
25-Nov-1979 00:00:00
26-Nov-1979 00:00:00
27-Nov-1979 00:00:00
28-Nov-1979 00:00:00
29-Nov-1979 00:00:00
30-Nov-1979 00:00:00
01-Dec-1979 00:00:00
02-Dec-1979 00:00:00
03-Dec-1979 00:00:00
04-Dec-1979 00:00:00
05-Dec-1979 00:00:00
06-Dec-1979 00:00:00
07-Dec-1979 00:00:00
08-Dec-1979 00:00:00
09-Dec-1979 00:00:00
10-Dec-1979 00:00:00
11-Dec-1979 00:00:00
12-Dec-1979 00:00:00
13-Dec-1979 00:00:00
14-Dec-1979 00:00:00
15-Dec-1979 00:00:00
16-Dec-1979 00:00:00
17-Dec-1979 00:00:00
18-Dec-1979 00:00:00
19-Dec-1979 00:00:00
20-Dec-1979 00:00:00
21-Dec-1979 00:00:00
22-Dec-1979 00:00:00
23-Dec-1979 00:00:00
24-Dec-1979 00:00:00
25-Dec-1979 00:00:00
26-Dec-1979 00:00:00
27-Dec-1979 00:00:00
28-Dec-1979 00:00:00
29-Dec-1979 00:00:00
30-Dec-1979 00:00:00
31-Dec-1979 00:00:00
01-Jan-1980 00:00:00
02-Jan-1980 00:00:00
03-Jan-1980 00:00:00
04-Jan-1980 00:00:00
05-Jan-1980 00:00:00
06-Jan-1980 00:00:00
07-Jan-1980 00:00:00
08-Jan-1980 00:00:00
09-Jan-1980 00:00:00
10-Jan-1980 00:00:00
11-Jan-1980 00:00:00
12-Jan-1980 00:00:00
13-Jan-1980 00:00:00
14-Jan-1980 00:00:00
15-Jan-1980 00:00:00
16-Jan-1980 00:00:00
17-Jan-1980 00:00:00
18-Jan-1980 00:00:00
19-Jan-1980 00:00:00
20-Jan-1980 00:00:00
21-Jan-1980 00:00:00
22-Jan-1980 00:00:00
23-Jan-1980 00:00:00
24-Jan-1980 00:00:00
25-Jan-1980 00:00:00
26-Jan-1980 00:00:00
27-Jan-1980 00:00:00
28-Jan-1980 00:00:00
29-Jan-1980 00:00:00
30-Jan-1980 00:00:00
31-Jan-1980 00:00:00
01-Feb-1980 00:00:00
02-Feb-1980 00:00:00
03-Feb-1980 00:00:00
04-Feb-1980 00:00:00
05-Feb-1980 00:00:00
06-Feb-1980 00:00:00
07-Feb-1980 00:00:00
08-Feb-1980 00:00:00
09-Feb-1980 00:00:00
10-Feb-1980 00:00:00
11-Feb-1980 00:00:00
